ID,Species,Lat,Lon,Elev,Aa_40,Aa_3,Am_40,Am_3,Na_40,Na_3,Nm_40,Nm_3,LMA_40,LMA_3,Biome,LifeForm,EvgDecid,C3C4,Reference
487,Pinus pinaster,-32.78,117.56,22.5,18.690565043252,5.73362642681785,50.2046192946703,12.7074645556732,6.62668550137044,1.71654445155887,1.50200060336193,0.457819703148766,417.297508971925,358.704733523854,Mediterranean,Tree,Evergreen,C3,{Warren 2001 #39083}
488,Populus tremula,57.6333333333333,39.3333333333333,141,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,82.2700948091541,54.1833843456424,Temperate,Tree,Deciduous,C3,{Gulbe 1983 #46648}
489,Populus tremula,57.6333333333333,39.3333333333333,141,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,88.0508914788263,49.9554918187322,Temperate,Tree,Deciduous,C3,{Gulbe 1983 #46648}
490,Alnus incana,57.6333333333333,39.3333333333333,141,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,56.4509764590464,36.4894740375516,Temperate,Tree,Deciduous,C3,{Gulbe 1983 #46648}
491,Populus tremula,57.6333333333333,39.3333333333333,141,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,98.9883056868669,59.1208861091126,Temperate,Tree,Deciduous,C3,{Gulbe 1983 #46648}
492,Populus tremula,57.6333333333333,39.3333333333333,141,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,97.8807115297259,47.9868050298436,Temperate,Tree,Deciduous,C3,{Gulbe 1983 #46648}
493,Alnus incana,57.6333333333333,39.3333333333333,141,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,82.049362230211,43.4418594856279,Temperate,Tree,Deciduous,C3,{Gulbe 1983 #46648}
494,Betula pendula,57.6333333333333,39.3333333333333,141,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,72.0065265588861,42.4733158860852,Temperate,Tree,Deciduous,C3,{Gulbe 1983 #46648}
495,Quercus ilex,41.25,1,700,-9999,-9999,-9999,-9999,3.06479585331331,2.21180012216425,1.4130283113593,1.52538334154222,207.814240608984,143.438236009664,Mediterranean,Tree,Evergreen,C3,{Sala 1994 #8239; Sabaté 1995 #10638}; {Sala i Serra 1992 #6067}
496,Quercus ilex,41.25,1,975,-9999,-9999,-9999,-9999,3.45952500437343,1.67720612116314,1.31977465079336,1.23343710568757,221.169433950405,119.969212231834,Mediterranean,Tree,Evergreen,C3,{Sala 1994 #8239; Sabaté 1995 #10638}; {Sala i Serra 1992 #6067}
497,Quercus ilex,43.7433333333333,3.59444444444444,270,-9999,-9999,-9999,-9999,3.71901695844843,1.59063756725051,1.43539863942447,1.43614771336402,298.037449400091,119.309255244576,Mediterranean,Tree,Evergreen,C3,{Rambal 1996 #13219}; {Rambal 1992 #12647}
498,Quercus ilex,43.6333333333333,3.86666666666667,63,-9999,-9999,78.7066449648199,108.177561899001,3.87886538187388,1.92918189867891,1.61825413841167,1.56830552802794,232.268979418218,123.650107362864,Mediterranean,Tree,Evergreen,C3,{Rambal 1996 #13219}; {Rambal 1992 #12647}
499,Quercus coccifera,38.46,-1.3,622,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,284.455990224465,111.272881260799,Mediterranean,shrub,Evergreen,C3,{Rambal 1996 #13219}
500,Quercus coccifera,43.7666666666667,3.7,250,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,212.481484122731,95.3692530263456,Mediterranean,shrub,Evergreen,C3,{Rambal 1996 #13219}
501,Tilia cordata,58.3666666666667,27.3333333333333,39,-9999,-9999,265.022533946379,363.502440163205,2.74040965704122,0.840605273701457,2.38940037317448,2.9187065622603,114.594701531103,28.7355474370477,Temperate,Tree,Deciduous,C3,{Niinemets 2003 #41884}; {García-Plazaola 2004 #42665}
502,Populus tremula,58.3666666666667,27.3333333333333,39,-9999,-9999,246.916606328136,329.820128601429,2.33335198009402,1.25329107296876,1.83073362972325,2.14345302091165,125.800392885869,59.7568017707983,Temperate,Tree,Deciduous,C3,{Niinemets 2003 #41884}; {García-Plazaola 2004 #42665}
503,Oryza sativa,39.63333333,140.95,207,26.9829680585424,6.54528704257031,551.035728063966,157.908758234582,1.51185444706214,0.689636784977793,3.32292613201434,1.76587020979234,46.4709950376075,37.0935795883458,Temperate,Grass,,C3,{Anten 2003 #44719}; {Niinemets 2009 #44811}
504,Oryza sativa,39.63333333,140.95,207,-9999,-9999,-9999,-9999,1.62964925135383,1.04933714149406,3.82280040983722,2.84625776022654,43.1531264103812,36.9027024046706,Temperate,Grass,,C3,{Anten 2003 #44719}
505,Oryza sativa,39.63333333,140.95,207,38.1140871406685,7.79129736537534,-9999,-9999,1.47940540623691,0.608230566809791,3.10099127360333,1.71925322042247,47.1187364388718,37.8582165620176,Temperate,Grass,,C3,{Anten 2003 #44719}
506,Oryza sativa,39.63333333,140.95,207,41.2190409589533,10.1021592902518,-9999,-9999,1.62256375681171,0.924389087277546,3.75173263774773,2.5331683188665,45.5070591602752,39.2212128523813,Temperate,Grass,,C3,{Anten 2003 #44719}
507,Picea abies,64.1166666666667,19.45,310,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,385.470306074104,126.043816583736,Temperate,Tree,Evergreen,C3,{Palmroth 2002 #41690}
508,Picea abies,64.1166666666667,19.45,310,-9999,-9999,-9999,-9999,3.23602657886226,1.2024161121753,0.653584143054243,0.553622960520671,469.169303291323,210.265087780155,Temperate,Tree,Evergreen,C3,{Palmroth 2002 #41690}
509,Picea abies,64.1166666666667,19.45,310,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,534.980557749093,128.784769741824,Temperate,Tree,Evergreen,C3,{Palmroth 2002 #41690}
510,Picea abies,64.1166666666667,19.45,310,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,426.428214225156,206.88145556727,Temperate,Tree,Evergreen,C3,{Palmroth 2002 #41690}
511,Picea abies,64.1166666666667,19.45,310,-9999,-9999,-9999,-9999,4.1504345252597,2.02986919828033,0.987484307880134,0.800242448946323,446.90199893196,263.418119825535,Temperate,Tree,Evergreen,C3,{Palmroth 2002 #41690}
512,Picea abies,64.1166666666667,19.45,310,-9999,-9999,-9999,-9999,4.84512427847898,2.63984645222032,1.22899852315219,1.00252057867416,382.456829793088,244.299631862238,Temperate,Tree,Evergreen,C3,{Palmroth 2002 #41690}; {Stenberg 1999 #25772}
513,Picea abies,64.1166666666667,19.45,310,-9999,-9999,-9999,-9999,5.79094123140246,2.14192325206834,1.41212437349997,0.970453413425329,311.791042704639,214.967363531415,Temperate,Tree,Evergreen,C3,{Palmroth 2002 #41690}; {Stenberg 1999 #25772}
514,Picea abies,64.1166666666667,19.45,310,-9999,-9999,-9999,-9999,4.63560262646656,0.892635852021767,0.991281823433248,0.594071337128035,424.469258544915,149.871702874647,Temperate,Tree,Evergreen,C3,{Palmroth 2002 #41690}; {Stenberg 1999 #25772}
515,Picea abies,64.1166666666667,19.45,310,-9999,-9999,-9999,-9999,3.39394185777476,1.45553139259147,0.846752295613006,0.91246834461009,402.78512937377,157.570213812554,Temperate,Tree,Evergreen,C3,{Palmroth 2002 #41690}; {Stenberg 1999 #25772}
516,Helianthus annuus,-34.5833333333333,-58.4833333333333,21,-9999,-9999,-9999,-9999,2.89670718913206,1.60218025929812,-9999,-9999,-9999,-9999,Tropics,Herb,,C3,{Rousseaux 1999 #45414}
517,Helianthus annuus,-34.5833333333333,-58.4833333333333,21,-9999,-9999,-9999,-9999,3.05508640829907,1.08425866204862,-9999,-9999,-9999,-9999,Tropics,Herb,,C3,{Rousseaux 1999 #45414}
518,Helianthus annuus,-34.5833333333333,-58.4833333333333,21,-9999,-9999,-9999,-9999,3.52639151736432,0.789700798250697,-9999,-9999,-9999,-9999,Tropics,Herb,,C3,{Rousseaux 1999 #45414}
519,Chamaecyparis obtusa,36.05,140.116666666667,29,-9999,-9999,39.0879845271858,33.5792122670308,2.91709950356704,1.66720574230557,1.14363051573711,1.04590236459325,188.077784101706,149.054978022261,Temperate,Tree,Evergreen,C3,{Han 2009 #46650}; {Han 2006 #46649}
520,Chamaecyparis obtusa,36.05,140.116666666667,29,-9999,-9999,30.5005748286232,23.469852957398,2.29996647376029,1.75208811060424,1.16638495500864,0.896908545228682,237.862521367791,169.945182092811,Temperate,Tree,Evergreen,C3,{Han 2009 #46650}; {Han 2006 #46649}
521,Chamaecyparis obtusa,36.05,140.116666666667,29,-9999,-9999,-9999,-9999,3.0617457437555,1.98169043114252,-9999,-9999,-9999,-9999,Temperate,Tree,Evergreen,C3,{Han 2009 #46650}; {Han 2006 #46649}
522,Chamaecyparis obtusa,36.05,140.116666666667,29,-9999,-9999,-9999,-9999,2.54387127060644,1.93356129725309,-9999,-9999,-9999,-9999,Temperate,Tree,Evergreen,C3,{Han 2009 #46650}; {Han 2006 #46649}
523,Chamaecyparis obtusa,36.05,140.116666666667,29,-9999,-9999,-9999,-9999,2.56604521268726,1.94756904179059,-9999,-9999,-9999,-9999,Temperate,Tree,Evergreen,C3,{Han 2009 #46650}; {Han 2006 #46649}
524,Chamaecyparis obtusa,36.05,140.116666666667,29,-9999,-9999,-9999,-9999,2.31718863665358,1.68845196890801,-9999,-9999,-9999,-9999,Temperate,Tree,Evergreen,C3,{Han 2009 #46650}; {Han 2006 #46649}
525,Pinus densiflora,35.75,139.333333333333,1030,11.8914033852208,5.63677228059888,44.5410951001223,28.1012651493254,3.50909128594195,1.91523203985323,1.42311880924486,1.18456781291227,254.635154997537,204.590753514634,Temperate,Tree,Evergreen,C3,{Han 2003 #43603}; {Han 2004 #44403}
526,Pinus densiflora,35.75,139.333333333333,1030,-9999,-9999,-9999,-9999,3.57881339857053,2.63569077428208,-9999,-9999,-9999,-9999,Temperate,Tree,Evergreen,C3,{Han 2004 #44403}
527,Pinus densiflora,35.75,139.333333333333,1030,-9999,-9999,-9999,-9999,3.99278193274781,2.81178188757672,-9999,-9999,-9999,-9999,Temperate,Tree,Evergreen,C3,{Han 2004 #44403}
528,Pinus densiflora,35.75,139.333333333333,1030,-9999,-9999,-9999,-9999,3.60409380902704,2.40916200800261,-9999,-9999,-9999,-9999,Temperate,Tree,Evergreen,C3,{Han 2004 #44403}
529,Pinus densiflora,35.75,139.333333333333,1030,-9999,-9999,-9999,-9999,3.95196039668386,2.72822409910621,-9999,-9999,-9999,-9999,Temperate,Tree,Evergreen,C3,{Han 2004 #44403}
530,Pinus densiflora,35.75,139.333333333333,1030,-9999,-9999,-9999,-9999,2.81373584853908,1.88003633847037,-9999,-9999,-9999,-9999,Temperate,Tree,Evergreen,C3,{Han 2004 #44403}
531,Betula pubescens,57.6333333333333,39.3333333333333,141,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,74.5113583903728,40.7459111256602,Temperate,Tree,Deciduous,C3,{Tselniker 1988 #46674}
532,Populus tremula,57.6333333333333,39.3333333333333,141,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,84.3017413601881,48.9120392589994,Temperate,Tree,Deciduous,C3,{Tselniker 1988 #46674}
533,Alnus incana,57.6333333333333,39.3333333333333,141,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,84.4681547133531,40.4509742661452,Temperate,Tree,Deciduous,C3,{Tselniker 1988 #46674}
534,Carex acutiformis,52.0833333333333,5.17916666666667,5,17.24486357777,1.84246021285057,-9999,-9999,1.34008949816637,0.875269437087134,-9999,-9999,-9999,-9999,Temperate,Grass,,C3,{Schieving 1992 #3874}
535,Carex acutiformis,52.0833333333333,5.17916666666667,5,27.4540292363881,-2.95789969264597,-9999,-9999,1.67082379056585,0.734615718024698,-9999,-9999,-9999,-9999,Temperate,Grass,,C3,{Schieving 1992 #3874}
537,Acer saccharum,44.25,-74,658,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,70.1863810411148,55.8032718979165,Temperate,Tree,Deciduous,C3,{Tucker 1993 #5711}
538,Acer saccharum,44.25,-74,658,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,75.1178350303718,56.2959427322591,Temperate,Tree,Deciduous,C3,{Tucker 1993 #5711}
539,Acer saccharum,44.25,-74,658,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,92.4060472857768,53.2337377715522,Temperate,Tree,Deciduous,C3,{Tucker 1993 #5711}
540,Prunus persica,36.6,-119.51,103,-9999,-9999,-9999,-9999,2.91051730709448,1.47489916323463,-9999,-9999,-9999,-9999,Temperate,Tree,Deciduous,C3,{DeJong 1985 #3715}
541,Prunus persica,36.6,-119.51,103,19.2261711378173,10.0934488788171,223.725347799142,216.950656408747,3.34266714644683,1.3533928959754,2.89288884704252,2.76709263726824,125.613427383533,48.2342578291295,Temperate,Tree,Deciduous,C3,{DeJong 1985 #3715}
542,Prunus persica,36.6,-119.51,103,20.5735224563015,12.8446056787521,213.257356268634,226.38068722777,3.01646047764183,1.60745230245565,2.79819999996217,2.79819999340398,100.704913390229,56.9981380295518,Temperate,Tree,Deciduous,C3,{DeJong 1985 #3715}
543,Prunus persica,36.6,-119.51,103,-9999,-9999,-9999,-9999,3.15830804727313,1.58926788595345,-9999,-9999,-9999,-9999,Temperate,Tree,Deciduous,C3,{DeJong 1985 #3715}
544,Prunus persica,36.6,-119.51,103,-9999,-9999,-9999,-9999,3.04695145108118,1.78781237836333,-9999,-9999,-9999,-9999,Temperate,Tree,Deciduous,C3,{DeJong 1985 #3715}
545,Prunus persica,36.6,-119.51,103,-9999,-9999,-9999,-9999,2.97598704160349,1.74155758241762,-9999,-9999,-9999,-9999,Temperate,Tree,Deciduous,C3,{DeJong 1985 #3715}
546,Prunus persica,36.6,-119.51,103,-9999,-9999,-9999,-9999,3.05635200169084,1.60008938213557,-9999,-9999,-9999,-9999,Temperate,Tree,Deciduous,C3,{DeJong 1985 #3715}
547,Prunus persica,36.6,-119.51,103,-9999,-9999,-9999,-9999,3.5119483829685,1.67706081546424,-9999,-9999,-9999,-9999,Temperate,Tree,Deciduous,C3,{DeJong 1985 #3715}
548,Prunus persica,36.6,-119.51,103,19.4559982432289,7.76068689015331,179.673581759453,170.821508532292,2.70770243733198,1.21846985839182,2.17412102609725,2.30697398073195,123.230313243178,51.8021608280648,Temperate,Tree,Deciduous,C3,{Rosati 2000 #38316}; {DeJong 1989 #3680}
549,Prunus persica,36.6,-119.51,103,20.4650899046058,9.38135227612882,200.895379813325,164.50052828007,3.20966979353162,1.43199036701382,2.8148967280558,2.17883261502152,114.079174505563,62.2052625378755,Temperate,Tree,Deciduous,C3,{Rosati 2000 #38316}; {DeJong 1989 #3680}
550,Prunus persica,36.6,-119.51,103,15.48613358421,8.75924434852215,189.835381646777,128.752108933753,3.74937000761264,1.69704774596677,3.36006239586718,2.79757256792016,109.808707252094,60.5394470218537,Temperate,Tree,Deciduous,C3,{Rosati 2000 #38316}; {DeJong 1989 #3680}
551,Prunus persica,36.6,-119.51,103,19.1816200470715,10.4574205959338,202.994641583816,163.069198584216,3.69149579187493,1.66979387385534,3.58435884767879,2.87747085901914,100.415602718099,58.2441036110345,Temperate,Tree,Deciduous,C3,{Rosati 2000 #38316}; {DeJong 1989 #3680}
552,Prunus persica,36.6,-119.51,103,-9999,-9999,-9999,-9999,2.81654441074839,1.2311667729177,2.76767226728865,2.20093994313677,114.296619421324,56.8198092323145,Temperate,Tree,Deciduous,C3,{DeJong 1989 #3680}
553,Prunus persica,36.6,-119.51,103,-9999,-9999,-9999,-9999,3.35613540272289,1.42009056508834,2.84310300607192,2.33557517568426,121.409809394738,55.0861858248106,Temperate,Tree,Deciduous,C3,{DeJong 1989 #3680}
554,Prunus persica,36.6,-119.51,103,-9999,-9999,-9999,-9999,3.79282541632427,1.78697689367775,3.08050393493108,2.71190854373534,122.93114846366,62.8944314605356,Temperate,Tree,Deciduous,C3,{DeJong 1989 #3680}
555,Prunus persica,36.6,-119.51,103,-9999,-9999,-9999,-9999,3.67291895742414,1.65809580455841,3.26754933578923,2.54919981909261,111.199918073561,64.230219144347,Temperate,Tree,Deciduous,C3,{DeJong 1989 #3680}
556,Prunus persica,36.6,-119.51,103,-9999,-9999,-9999,-9999,4.13355289613929,1.61957856754857,3.1855834312571,2.60102011428366,134.104486769582,64.0927398126788,Temperate,Tree,Deciduous,C3,{DeJong 1989 #3680}
557,Prunus persica,36.6,-119.51,103,-9999,-9999,-9999,-9999,4.21882907015924,1.7149875101952,3.41413336632911,2.81615266689111,121.881520673768,59.1942757916218,Temperate,Tree,Deciduous,C3,{DeJong 1989 #3680}
558,Fagus crenata,35.3,135.716666666667,448,-9999,-9999,-9999,-9999,1.5219556184548,0.926208684874825,1.56030642493472,1.91595689655472,98.358607834195,50.4094239498333,Temperate,Tree,Deciduous,C3,{Yamasaki 2003 #46675; Yamasaki 2003 #46676}
559,Fagus crenata,35.3,135.716666666667,448,-9999,-9999,-9999,-9999,1.39570103540871,1.04485217504623,1.45088881589042,1.89682283522924,91.0147523445424,54.6253248240319,Temperate,Tree,Deciduous,C3,{Yamasaki 2003 #46675; Yamasaki 2003 #46676}
560,Fagus crenata,35.3,135.716666666667,448,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,74.2047326375334,49.2740577150585,Temperate,Tree,Deciduous,C3,{Yamasaki 2003 #46675; Yamasaki 2003 #46676}
561,Galega orientalis,59.3,24.66,46,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,35.590852656588,26.1767671966728,Temperate,Herb,,C3,{Tooming 1984 #5405}; {Tooming 1984 #46678}
562,Triticum aestivum,59.3,24.66,46,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,39.4605894710476,22.3533949889074,Mediterranean,Grass,,C3,{Tooming 1984 #5405}; {Tooming 1984 #46678}
563,Solanum tuberosum,59.3,24.66,46,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,48.4824417150206,25.7143248546466,Temperate,Herb,,C3,{Tooming 1984 #5405}; {Tooming 1984 #46678}
565,Helianthus annuus,-34.6,-58.48,29,-9999,-9999,-9999,-9999,-9999,-9999,4.18875559678207,0.909437998126375,-9999,-9999,Tropics,Herb,,C3,{Sadras 1993 #46647}
566,Helianthus annuus,-34.6,-58.48,29,-9999,-9999,-9999,-9999,-9999,-9999,3.83725312171976,0.995193072013281,-9999,-9999,Tropics,Herb,,C3,{Sadras 1993 #46647}
567,Helianthus annuus,-34.6,-58.48,29,-9999,-9999,-9999,-9999,-9999,-9999,3.2405102890001,0.691223506157793,-9999,-9999,Tropics,Herb,,C3,{Sadras 1993 #46647}
568,Helianthus annuus,-34.6,-58.48,29,-9999,-9999,-9999,-9999,-9999,-9999,2.58447238973434,0.624448342683161,-9999,-9999,Tropics,Herb,,C3,{Sadras 1993 #46647}
569,Helianthus annuus,-34.6,-58.48,29,-9999,-9999,-9999,-9999,-9999,-9999,1.8481893656193,0.463164247900556,-9999,-9999,Tropics,Herb,,C3,{Sadras 1993 #46647}
571,Helianthus annuus,-34.6,-58.48,29,-9999,-9999,-9999,-9999,-9999,-9999,3.45638099497853,0.627920039119263,-9999,-9999,Tropics,Herb,,C3,{Sadras 1993 #46647}
572,Helianthus annuus,-34.6,-58.48,29,-9999,-9999,-9999,-9999,-9999,-9999,3.24921965697453,0.644641723373064,-9999,-9999,Tropics,Herb,,C3,{Sadras 1993 #46647}
573,Helianthus annuus,-34.6,-58.48,29,-9999,-9999,-9999,-9999,-9999,-9999,2.55430821555672,0.421196658859918,-9999,-9999,Tropics,Herb,,C3,{Sadras 1993 #46647}
574,Helianthus annuus,-34.6,-58.48,29,-9999,-9999,-9999,-9999,-9999,-9999,2.03783849838393,0.402050292193917,-9999,-9999,Tropics,Herb,,C3,{Sadras 1993 #46647}
575,Helianthus annuus,-34.6,-58.48,29,-9999,-9999,-9999,-9999,-9999,-9999,1.19004052690344,0.348739582071711,-9999,-9999,Tropics,Herb,,C3,{Sadras 1993 #46647}
577,Helianthus annuus,-34.6,-58.48,29,-9999,-9999,-9999,-9999,-9999,-9999,3.26669127084088,0.663682389167052,-9999,-9999,Tropics,Herb,,C3,{Sadras 1993 #46647}
578,Helianthus annuus,-34.6,-58.48,29,-9999,-9999,-9999,-9999,-9999,-9999,3.04602588921396,0.801887807781934,-9999,-9999,Tropics,Herb,,C3,{Sadras 1993 #46647}
579,Helianthus annuus,-34.6,-58.48,29,-9999,-9999,-9999,-9999,-9999,-9999,2.61235345787078,0.589172449488278,-9999,-9999,Tropics,Herb,,C3,{Sadras 1993 #46647}
580,Helianthus annuus,-34.6,-58.48,29,-9999,-9999,-9999,-9999,-9999,-9999,2.18227089233707,0.477935058127984,-9999,-9999,Tropics,Herb,,C3,{Sadras 1993 #46647}
581,Helianthus annuus,-34.6,-58.48,29,-9999,-9999,-9999,-9999,-9999,-9999,0.905366477213289,0.332206098580019,-9999,-9999,Tropics,Herb,,C3,{Sadras 1993 #46647}
583,Helianthus annuus,-34.6,-58.48,29,-9999,-9999,-9999,-9999,-9999,-9999,3.76221785850455,0.885741495305353,-9999,-9999,Tropics,Herb,,C3,{Sadras 1993 #46647}
584,Helianthus annuus,-34.6,-58.48,29,-9999,-9999,-9999,-9999,-9999,-9999,3.51712259546353,0.910640249905553,-9999,-9999,Tropics,Herb,,C3,{Sadras 1993 #46647}
585,Helianthus annuus,-34.6,-58.48,29,-9999,-9999,-9999,-9999,-9999,-9999,2.87084180135739,0.694027833522057,-9999,-9999,Tropics,Herb,,C3,{Sadras 1993 #46647}
586,Helianthus annuus,-34.6,-58.48,29,-9999,-9999,-9999,-9999,-9999,-9999,2.18410343947317,0.555266558339478,-9999,-9999,Tropics,Herb,,C3,{Sadras 1993 #46647}
587,Helianthus annuus,-34.6,-58.48,29,-9999,-9999,-9999,-9999,-9999,-9999,1.16635256825946,0.380692469877353,-9999,-9999,Tropics,Herb,,C3,{Sadras 1993 #46647}
588,Glycine max,29.5166666666667,-82.328,18,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Shiraiwa 1993 #5562}
589,Glycine max,29.5166666666667,-82.328,18,-9999,-9999,-9999,-9999,1.95345902201811,1.31268599150651,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Shiraiwa 1993 #5562}
590,Glycine max,29.5166666666667,-82.328,18,-9999,-9999,-9999,-9999,1.69203588546919,1.03019827926864,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Shiraiwa 1993 #5562}
591,Glycine max,29.5166666666667,-82.328,18,-9999,-9999,-9999,-9999,2.07822562888129,1.12559163289914,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Shiraiwa 1993 #5562}
592,Glycine max,29.5166666666667,-82.328,18,-9999,-9999,-9999,-9999,1.65329543451557,0.929800924520038,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Shiraiwa 1993 #5562}
593,Glycine max,29.5166666666667,-82.328,18,-9999,-9999,-9999,-9999,2.20107273180718,0.982036357678275,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Shiraiwa 1993 #5562}
594,Glycine max,29.5166666666667,-82.328,18,-9999,-9999,-9999,-9999,1.71276795439015,0.82402845858692,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Shiraiwa 1993 #5562}
595,Glycine max,29.5166666666667,-82.328,18,-9999,-9999,-9999,-9999,2.30833117513458,1.28260797624898,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Shiraiwa 1993 #5562}
596,Glycine max,29.5166666666667,-82.328,18,-9999,-9999,-9999,-9999,1.6829197719111,1.20089993222037,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Shiraiwa 1993 #5562}
597,Glycine max,29.5166666666667,-82.328,18,-9999,-9999,-9999,-9999,2.19935278265273,1.11667547991095,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Shiraiwa 1993 #5562}
598,Glycine max,29.5166666666667,-82.328,18,-9999,-9999,-9999,-9999,1.9636565798114,1.01825629671241,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Shiraiwa 1993 #5562}
599,Glycine max,29.5166666666667,-82.328,18,-9999,-9999,-9999,-9999,2.42043683442654,0.967733147190752,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Shiraiwa 1993 #5562}
600,Glycine max,35,135.866666666667,135,-9999,-9999,-9999,-9999,1.67575006485721,1.01888310035084,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Shiraiwa 1993 #5562}
601,Glycine max,35,135.866666666667,135,-9999,-9999,-9999,-9999,1.34072971857347,1.32409875406604,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Shiraiwa 1993 #5562}
602,Glycine max,35,135.866666666667,135,-9999,-9999,-9999,-9999,1.58152744517894,1.31527848934087,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Shiraiwa 1993 #5562}
603,Glycine max,35,135.866666666667,135,-9999,-9999,-9999,-9999,2.66048100937917,1.22945421114462,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Shiraiwa 1993 #5562}
604,Glycine max,35,135.866666666667,135,-9999,-9999,-9999,-9999,2.17001121675389,0.987791691322842,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Shiraiwa 1993 #5562}
605,Glycine max,35,135.866666666667,135,-9999,-9999,-9999,-9999,1.92100960821649,1.17309465853963,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Shiraiwa 1993 #5562}
606,Glycine max,35,135.866666666667,135,-9999,-9999,-9999,-9999,2.04491428219978,1.10512771563989,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Shiraiwa 1993 #5562}
607,Glycine max,35,135.866666666667,135,-9999,-9999,-9999,-9999,1.56312936878577,0.740179898803841,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Shiraiwa 1993 #5562}
608,Glycine max,35,135.866666666667,135,-9999,-9999,-9999,-9999,1.64482227074735,0.737196426556875,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Shiraiwa 1993 #5562}
609,Glycine max,35,135.866666666667,135,-9999,-9999,-9999,-9999,1.50053237665609,0.750630007544187,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Shiraiwa 1993 #5562}
610,Glycine max,35,135.866666666667,135,-9999,-9999,-9999,-9999,1.6241372066102,1.01033012033969,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Shiraiwa 1993 #5562}
611,Solidago altissima,47.5,7.6,280,-9999,-9999,-9999,-9999,2.7005728796418,0.256011658558009,3.34076075149897,0.55397071453629,87.0898173459755,38.2488732947082,Temperate,Herb,,C3,{Egli 2000 #39263}
612,Solidago altissima,47.5,7.6,280,-9999,-9999,-9999,-9999,1.64855414987726,0.318017296010433,1.87252607263829,0.723572265333788,73.6127375853714,41.5506231280587,Temperate,Herb,,C3,{Egli 2000 #39263}
613,Quercus ilex,45.8833333333333,10.8666666666667,300,5.84337898753334,3.59704159011709,34.6134300699239,35.5586998037143,3.38239470598277,1.99668511617411,1.78868788253673,1.79444208729751,190.46008360728,110.007254625456,Mediterranean,Tree,Evergreen,C3,{Niinemets 2006 #43816}
614,Quercus ilex,45.8833333333333,10.8666666666667,300,7.0158917181952,2.42949082145618,37.0228916224356,21.1469762310403,3.14901307830167,2.17280042753404,1.69112369870315,1.5874472025703,183.977935105573,133.55112062572,Mediterranean,Tree,Evergreen,C3,{Niinemets 2006 #43816}
615,Quercus ilex,45.8833333333333,10.8666666666667,300,4.37830070069215,2.84558013251665,32.0959938159877,17.604674319712,2.98287078364514,2.40402632883342,1.40323852006178,1.51637351732244,214.562731117459,155.756954951514,Mediterranean,Tree,Evergreen,C3,{Niinemets 2006 #43816}
